city,num_of_rooms,num_of_bathrooms,furnished,size_in_m2,floor,age,rental_type,rental_price
Al Batinah,Three,Four,Partially furnished,320,Ground floor,One to five years,Monthly,280
Al Batinah,Three,Three,Partially furnished,315,First floor,Six to nine years,Monthly,120
Al Batinah,Two,Two,Not furnished,428,Ground floor,Zero to eleven months,Yearly,150
Al Batinah,Studio,Two,Not furnished,90,Ground floor,Zero to eleven months,Monthly,120
Muscat,Three,Three,Not furnished,200,First floor,One to five years,Yearly,500
Muscat,Six or more,Five or more,Fully furnished,999,First floor,One to five years,Daily,50
Muscat,Two,Two,Not furnished,100,Fifth floor,One to five years,Yearly,275
Al Batinah,Two,Two,Fully furnished,90,Second floor,Zero to eleven months,Monthly,180
Ad Dhahirah,One,One,Partially furnished,100,First floor,One to five years,Monthly,60
Muscat,Three,Four,Not furnished,333,First floor,Six to nine years,Yearly,400
Muscat,Two,Two,Fully furnished,120,Third floor,One to five years,Daily,15
Muscat,Two,Two,Not furnished,110,Second floor,Six to nine years,Yearly,270
Ad Dhahirah,Three,Two,Partially furnished,100,Ground floor,Zero to eleven months,Yearly,100
Muscat,Three,Two,Not furnished,95,Second floor,ten to nineteen years,Monthly,125
Muscat,Three,Two,Not furnished,80,Second floor,ten to nineteen years,Yearly,130
Muscat,Three,Two,Not furnished,130,First floor,One to five years,Yearly,165
Al Batinah,Three,Two,Partially furnished,130,Basement floor,Six to nine years,Monthly,150
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,195
Muscat,Three,Three,Not furnished,140,Second floor,One to five years,Yearly,215
Muscat,Three,Three,Not furnished,120,Ground floor,One to five years,Yearly,245
Muscat,Three,Two,Not furnished,120,Second floor,Six to nine years,Yearly,165
Muscat,Three,Three,Not furnished,115,Third floor,One to five years,Monthly,120
Dhofar,Three,Three,Fully furnished,150,First floor,One to five years,Yearly,150
Muscat,Two,Two,Fully furnished,120,First floor,Zero to eleven months,Monthly,330
Dhofar,Two,Two,Fully furnished,150,First floor,One to five years,Monthly,120
Muscat,Four,Three,Not furnished,142,Ground floor,One to five years,Monthly,150
Muscat,One,One,Fully furnished,120,First floor,Zero to eleven months,Monthly,250
Muscat,One,Two,Not furnished,70,Second floor,Six to nine years,Yearly,200
Muscat,Two,Three,Not furnished,120,Fourth floor,One to five years,Yearly,375
Muscat,Two,Three,Not furnished,120,Second floor,Six to nine years,Yearly,275
Muscat,One,Two,Partially furnished,80,Second floor,One to five years,Yearly,450
Muscat,One,One,Partially furnished,60,First floor,One to five years,Yearly,330
Muscat,Two,Two,Not furnished,100,Second floor,Six to nine years,Monthly,150
Muscat,Two,Two,Not furnished,130,First floor,Six to nine years,Yearly,250
Muscat,Two,Two,Not furnished,80,Sixth floor and up,One to five years,Monthly,180
Muscat,Studio,One,Fully furnished,100,Sixth floor and up,One to five years,Monthly,170
Muscat,Two,Three,Not furnished,100,Ground floor,One to five years,Monthly,160
Ash Sharqiyah,Two,Two,Partially furnished,100,First floor,One to five years,Yearly,140
Muscat,Two,Three,Fully furnished,150,Second floor,One to five years,Monthly,320
Muscat,One,One,Not furnished,80,Ground floor,One to five years,Monthly,200
Muscat,Studio,One,Not furnished,55,First floor,One to five years,Monthly,160
Al Batinah,Two,Two,Not furnished,120,Ground floor,Zero to eleven months,Monthly,130
Muscat,Two,Three,Fully furnished,95,Third floor,One to five years,Yearly,450
Muscat,Three,Three,Not furnished,100,First floor,One to five years,Yearly,350
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,350
Muscat,Three,Two,Not furnished,127,Second floor,One to five years,Monthly,130
Muscat,One,Two,Fully furnished,80,Third floor,One to five years,Yearly,500
Muscat,Studio,One,Fully furnished,65,Sixth floor and up,One to five years,Daily,15
Muscat,Studio,One,Fully furnished,65,Sixth floor and up,One to five years,Daily,15
Muscat,Three,Three,Partially furnished,165,Second floor,Six to nine years,Monthly,180
Dhofar,Two,Two,Fully furnished,180,Ground floor,Six to nine years,Yearly,100
Ad Dhahirah,Three,Three,Not furnished,130,Ground floor,One to five years,Monthly,140
Muscat,Studio,One,Partially furnished,110,First floor,Zero to eleven months,Monthly,150
Muscat,Three,Three,Partially furnished,144,Ground floor,Six to nine years,Monthly,180
Muscat,Three,Three,Fully furnished,133,First floor,One to five years,Yearly,27
Ad Dhahirah,Three,Two,Partially furnished,100,Ground floor,Zero to eleven months,Yearly,100
Muscat,Three,Three,Partially furnished,132,First floor,One to five years,Monthly,150
Muscat,Two,Two,Fully furnished,105,First floor,Six to nine years,Monthly,250
Muscat,Three,Three,Not furnished,140,Third floor,One to five years,Yearly,220
Muscat,Two,Three,Not furnished,110,Third floor,One to five years,Yearly,180
Al Batinah,Three,Two,Not furnished,67,First floor,One to five years,Yearly,120
Muscat,Three,Three,Partially furnished,120,Second floor,One to five years,Monthly,180
Ad Dakhiliyah,One,Two,Fully furnished,100,First floor,One to five years,Daily,18
Muscat,Three,Three,Not furnished,180,First floor,ten to nineteen years,Monthly,280
Al Batinah,Two,Two,Not furnished,600,Second floor,Zero to eleven months,Monthly,105
Dhofar,Three,Three,Fully furnished,124,First floor,Zero to eleven months,Monthly,180
Al Batinah,Two,Two,Partially furnished,100,First floor,Zero to eleven months,Yearly,120
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Monthly,200
Ash Sharqiyah,Two,Two,Partially furnished,102,First floor,One to five years,Monthly,125
Muscat,One,Two,Partially furnished,90,Fourth floor,One to five years,Monthly,350
Al Batinah,Four,Four,Partially furnished,200,Ground floor,One to five years,Monthly,190
Muscat,Three,Three,Fully furnished,155,Second floor,One to five years,Monthly,750
Dhofar,Two,Two,Fully furnished,85,First floor,One to five years,Monthly,120
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,210
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,160
Muscat,Two,Two,Not furnished,100,Third floor,One to five years,Monthly,210
Muscat,Three,Three,Not furnished,150,First floor,One to five years,Monthly,320
Dhofar,Two,Two,Partially furnished,600,First floor,Zero to eleven months,Yearly,120
Muscat,Two,Three,Not furnished,130,First floor,Six to nine years,Yearly,250
Muscat,Three,Three,Partially furnished,115,Ground floor,One to five years,Monthly,220
Muscat,Three,Two,Not furnished,130,Second floor,One to five years,Monthly,300
Muscat,Three,Three,Not furnished,180,Ground floor,One to five years,Yearly,200
Muscat,One,One,Not furnished,50,Ground floor,One to five years,Monthly,90
Muscat,Three,Three,Not furnished,116,Second floor,Zero to eleven months,Yearly,330
Muscat,Two,Two,Not furnished,180,First floor,Six to nine years,Yearly,250
Al Batinah,Two,Two,Not furnished,100,Ground floor,Six to nine years,Monthly,120
Muscat,Two,Two,Not furnished,112,Sixth floor and up,One to five years,Monthly,250
Muscat,Two,Three,Partially furnished,150,Third floor,Six to nine years,Yearly,400
Muscat,Two,Two,Not furnished,120,Third floor,Six to nine years,Yearly,240
Muscat,One,Two,Not furnished,80,Third floor,Six to nine years,Yearly,260
Muscat,Two,Two,Not furnished,100,First floor,Zero to eleven months,Yearly,160
Muscat,Studio,One,Partially furnished,70,Third floor,Six to nine years,Monthly,180
Muscat,Two,Two,Not furnished,85,Sixth floor and up,One to five years,Monthly,240
Dhofar,Two,Two,Fully furnished,55,First floor,One to five years,Daily,10
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Yearly,200
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,200
Muscat,Four,Four,Not furnished,150,Ground floor,Six to nine years,Yearly,390
Al Buraimi,Two,Two,Not furnished,150,Second floor,Six to nine years,Monthly,125
Muscat,Three,Three,Partially furnished,120,Third floor,Zero to eleven months,Yearly,120
Muscat,Three,Two,Not furnished,100,First floor,Six to nine years,Yearly,190
Muscat,One,Two,Fully furnished,64,Sixth floor and up,One to five years,Yearly,180
Dhofar,Two,Two,Fully furnished,72,Third floor,Six to nine years,Daily,15
Muscat,One,One,Fully furnished,108,Ground floor,One to five years,Yearly,130
Muscat,Four,Two,Not furnished,130,First floor,ten to nineteen years,Monthly,200
Dhofar,Two,Two,Fully furnished,200,First floor,One to five years,Yearly,120
Muscat,One,Two,Fully furnished,100,Third floor,Zero to eleven months,Monthly,280
Muscat,One,Two,Fully furnished,100,Third floor,Zero to eleven months,Monthly,280
Al Batinah,Two,Three,Partially furnished,600,Basement floor,One to five years,Monthly,150
Dhofar,Two,Two,Fully furnished,150,First floor,Zero to eleven months,Monthly,100
Muscat,Three,Three,Not furnished,135,Second floor,Six to nine years,Yearly,250
Muscat,Two,Two,Not furnished,120,Second floor,Six to nine years,Yearly,210
Muscat,Three,Three,Not furnished,140,Second floor,ten to nineteen years,Yearly,250
Muscat,Two,Three,Not furnished,130,First floor,ten to nineteen years,Yearly,250
Ad Dakhiliyah,Two,Two,Fully furnished,100,Ground floor,Six to nine years,Daily,15
Dhofar,Three,Two,Fully furnished,300,Basement floor,ten to nineteen years,Yearly,200
Muscat,Two,Three,Fully furnished,140,First floor,One to five years,Monthly,245
Muscat,Two,Two,Fully furnished,120,Sixth floor and up,Zero to eleven months,Daily,15
Muscat,Two,Two,Not furnished,65,Second floor,One to five years,Monthly,200
Muscat,One,Two,Fully furnished,50,Ground floor,Six to nine years,Monthly,300
Muscat,Three,Two,Not furnished,111,First floor,One to five years,Monthly,220
Muscat,Two,Three,Not furnished,100,Ground floor,One to five years,Monthly,120
Dhofar,Two,One,Fully furnished,120,Ground floor,One to five years,Monthly,100
Muscat,One,Two,Fully furnished,65,Second floor,Six to nine years,Monthly,15
Muscat,Two,Three,Fully furnished,95,Fifth floor,One to five years,Monthly,20
Muscat,Three,Three,Not furnished,135,First floor,One to five years,Monthly,250
Dhofar,Two,Two,Fully furnished,100,Ground floor,Zero to eleven months,Daily,100
Muscat,Three,Three,Partially furnished,113,Second floor,One to five years,Yearly,120
Muscat,One,One,Fully furnished,90,Ground floor,Zero to eleven months,Monthly,170
Muscat,Studio,One,Fully furnished,66,First floor,Zero to eleven months,Monthly,170
Al Batinah,One,Two,Not furnished,700,First floor,One to five years,Monthly,200
Muscat,Two,Two,Not furnished,100,Ground floor,Zero to eleven months,Monthly,220
Muscat,One,One,Not furnished,50,First floor,Zero to eleven months,Monthly,130
Al Batinah,Two,Two,Not furnished,300,First floor,Six to nine years,Yearly,120
Muscat,Studio,One,Fully furnished,50,First floor,Zero to eleven months,Monthly,170
Muscat,Three,Three,Partially furnished,300,Second floor,ten to nineteen years,Monthly,145
Dhofar,Two,One,Fully furnished,100,Second floor,One to five years,Daily,15
Muscat,Two,Two,Fully furnished,100,First floor,One to five years,Yearly,280
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,225
Muscat,Two,Three,Fully furnished,120,First floor,One to five years,Yearly,700
Dhofar,Two,Two,Fully furnished,80,Sixth floor and up,Zero to eleven months,Monthly,100
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,350
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,330
Muscat,One,Two,Not furnished,90,Third floor,Zero to eleven months,Yearly,240
Muscat,One,One,Fully furnished,90,First floor,One to five years,Yearly,600
Muscat,One,Two,Not furnished,100,Third floor,Six to nine years,Yearly,200
Muscat,Three,Three,Not furnished,120,First floor,One to five years,Yearly,350
Muscat,One,Two,Not furnished,90,Second floor,Zero to eleven months,Yearly,220
Dhofar,Two,One,Fully furnished,600,First floor,Six to nine years,Monthly,12
Muscat,Two,Three,Not furnished,120,First floor,Six to nine years,Yearly,200
Muscat,Two,Two,Not furnished,130,Fourth floor,One to five years,Yearly,260
Muscat,Three,Three,Not furnished,100,Second floor,One to five years,Yearly,150
Muscat,Two,Two,Not furnished,130,Ground floor,One to five years,Yearly,220
Muscat,Two,Two,Not furnished,150,First floor,ten to nineteen years,Yearly,150
Al Batinah,Two,Two,Not furnished,95,Ground floor,Zero to eleven months,Monthly,150
Ash Sharqiyah,Three,Three,Not furnished,101,Ground floor,One to five years,Monthly,140
Muscat,Two,Two,Not furnished,75,Sixth floor and up,Zero to eleven months,Monthly,150
Muscat,One,One,Not furnished,70,Second floor,One to five years,Monthly,200
Muscat,Studio,One,Not furnished,60,Second floor,One to five years,Monthly,150
Al Batinah,Two,Two,Not furnished,300,First floor,Zero to eleven months,Monthly,110
Muscat,Two,Two,Not furnished,120,Second floor,Six to nine years,Yearly,210
Muscat,Three,Three,Not furnished,130,Second floor,Six to nine years,Yearly,250
Muscat,Three,Three,Not furnished,150,First floor,One to five years,Yearly,230
Muscat,One,One,Not furnished,120,Second floor,Six to nine years,Monthly,150
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,160
Muscat,Two,Two,Not furnished,150,First floor,One to five years,Monthly,230
Muscat,Two,Three,Fully furnished,100,Fifth floor,Zero to eleven months,Daily,11
Muscat,Studio,Two,Fully furnished,70,Ground floor,One to five years,Yearly,300
Muscat,Two,Two,Fully furnished,140,Second floor,Zero to eleven months,Weekly,150
Muscat,Three,Three,Not furnished,120,Second floor,One to five years,Yearly,180
Dhofar,Four,Three,Fully furnished,170,First floor,One to five years,Yearly,180
Muscat,Two,Three,Not furnished,100,Second floor,Zero to eleven months,Yearly,175
Ad Dakhiliyah,Two,Two,Not furnished,145,Ground floor,Zero to eleven months,Monthly,120
Muscat,Three,Four,Fully furnished,155,Fifth floor,One to five years,Monthly,650
Muscat,Three,Three,Not furnished,130,First floor,One to five years,Monthly,180
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,160
Muscat,Two,Two,Not furnished,130,Ground floor,One to five years,Yearly,140
Muscat,Two,Three,Fully furnished,140,Second floor,One to five years,Monthly,550
Muscat,One,Three,Not furnished,140,Fourth floor,One to five years,Yearly,400
Muscat,Two,Two,Not furnished,125,Second floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,95,Ground floor,One to five years,Monthly,300
Muscat,Two,Three,Not furnished,250,Second floor,One to five years,Yearly,160
Muscat,Two,Three,Not furnished,140,Second floor,One to five years,Yearly,550
Muscat,Two,Two,Not furnished,120,Fifth floor,One to five years,Yearly,200
Dhofar,Two,Three,Fully furnished,101,First floor,Six to nine years,Monthly,150
Muscat,Two,Two,Partially furnished,150,Fourth floor,One to five years,Yearly,650
Dhofar,Studio,One,Fully furnished,80,Basement floor,Six to nine years,Daily,10
Dhofar,Three,Three,Fully furnished,110,First floor,Zero to eleven months,Monthly,180
Muscat,One,One,Fully furnished,95,Third floor,Six to nine years,Yearly,550
Muscat,One,Two,Not furnished,56,First floor,One to five years,Yearly,210
Dhofar,One,One,Fully furnished,100,First floor,Zero to eleven months,Daily,10
Al Batinah,Two,Two,Not furnished,50,First floor,One to five years,Yearly,120
Dhofar,One,One,Fully furnished,100,First floor,Zero to eleven months,Daily,10
Dhofar,Two,Two,Fully furnished,160,Second floor,One to five years,Daily,12
Muscat,One,Two,Partially furnished,80,Sixth floor and up,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,100,Ground floor,Six to nine years,Yearly,350
Muscat,Two,Three,Not furnished,130,Fifth floor,One to five years,Yearly,375
Dhofar,Two,One,Fully furnished,100,First floor,One to five years,Daily,15
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,240
